filename,final_value,folder,col
format_1_6322_028_1_18_dl.png,30,6322,1
format_1_6730_024_8_16_dl.png,16.5,6730,8
format_1_7718_162_1_3_dl.png,25.4,7718,1
format_1_6374_016_8_15_dl.png,5.3,6374,8
format_1_6736_088_8_19_dl.png,6.8,6736,8
format_1_6350_057_1_1_dl.png,29.8,6350,1
format_1_7851_061_2_7_dl.png,13.7,7851,2
format_1_6898_101_2_16_dl.png,15.9,6898,2
format_1_6319_089_1_27_dl.png,32.5,6319,1
format_1_6665_061_1_26_dl.png,32.8,6665,1
format_1_6319_026_1_21_dl.png,33,6319,1
format_1_6898_010_8_9_dl.png,22.3,6898,8
format_1_7851_075_2_6_dl.png,13.2,7851,2
format_1_6898_004_8_19_dl.png,0,6898,8
format_1_6898_019_2_13_dl.png,13.6,6898,2
format_1_6317_052_8_25_dl.png,27.8,6317,8
format_1_7796_075_8_25_dl.png,11.5,7796,8
format_1_6322_071_2_23_dl.png,20.2,6322,2
format_1_6993_104_2_11_dl.png,14.7,6993,2
format_1_6844_015_2_25_dl.png,17.4,6844,2
format_1_6771_042_1_3_dl.png,31,6771,1
format_1_6366_178_2_1_dl.png,18.8,6366,2
format_1_6736_109_2_25_dl.png,20.1,6736,2
format_1_7012_158_8_1_dl.png,3.6,7012,8
format_1_6428_041_2_8_dl.png,20.7,6428,2
format_1_6751_054_8_24_dl.png,2.8,6751,8
format_1_6415_080_8_24_dl.png,3.6,6415,8
format_1_6460_005_2_21_dl.png,20,6460,2
format_1_6374_117_1_13_dl.png,30.6,6374,1
format_1_7294_106_1_24_dl.png,32.9,7294,1
format_1_7796_090_2_2_dl.png,18.7,7796,2
format_1_6730_077_2_28_dl.png,21.7,6730,2
format_1_6502_071_2_5_dl.png,20.6,6502,2
format_1_7796_026_8_25_dl.png,11.4,7796,8
format_1_6118_043_2_26_dl.png,19.2,6118,2
format_1_7851_064_8_28_dl.png,7.4,7851,8
format_1_6118_095_1_30_dl.png,25.5,6118,1
format_1_6366_177_2_10_dl.png,17.8,6366,2
format_1_6637_079_1_14_dl.png,28.7,6637,1
format_1_7028_030_1_5_dl.png,25,7028,1
format_1_6637_067_8_20_dl.png,3.8,6637,8
format_1_7917_017_2_14_dl.png,4,7917,2
format_1_6416_128_8_27_dl.png,0,6416,8
format_1_6443_011_1_28_dl.png,33,6443,1
format_1_6751_053_1_15_dl.png,32.5,6751,1
format_1_7796_067_1_1_dl.png,29,7796,1
format_1_6736_026_1_13_dl.png,26.6,6736,1
format_1_6415_049_2_25_dl.png,19.6,6415,2
format_1_7796_044_2_28_dl.png,18.1,7796,2
format_1_6428_037_1_9_dl.png,30.1,6428,1
format_1_7718_187_1_16_dl.png,34.6,7718,1
format_1_7766_078_1_2_dl.png,33.5,7766,1
format_1_7012_220_8_28_dl.png,13.4,7012,8
format_1_7765_184_1_2_dl.png,29.9,7765,1
format_1_6554_081_2_29_dl.png,20.4,6554,2
format_1_6428_045_1_5_dl.png,32.1,6428,1
format_1_6814_104_1_9_dl.png,30.5,6814,1
format_1_6374_025_1_9_dl.png,34.3,6374,1
format_1_6416_062_2_2_dl.png,21.2,6416,2
format_1_6814_073_1_24_dl.png,29.9,6814,1
format_1_6502_083_2_9_dl.png,21,6502,2
format_1_6460_016_1_24_dl.png,29.5,6460,1
format_1_6428_033_2_29_dl.png,20.5,6428,2
format_1_6350_086_2_21_dl.png,20,6350,2
format_1_7917_066_1_26_dl.png,24.7,7917,1
format_1_6898_092_1_23_dl.png,23.1,6898,1
format_1_7766_066_2_18_dl.png,19.4,7766,2
format_1_7851_073_1_2_dl.png,24.9,7851,1
format_1_7028_074_1_28_dl.png,27.3,7028,1
format_1_6898_081_2_21_dl.png,16.4,6898,2
format_1_6665_032_1_1_dl.png,28.5,6665,1
format_1_6350_095_1_18_dl.png,32.8,6350,1
format_1_6118_040_1_12_dl.png,26,6118,1
format_1_6317_015_2_23_dl.png,16.8,6317,2
format_1_6730_062_2_16_dl.png,19.5,6730,2
format_1_7917_063_2_4_dl.png,6.4,7917,2
format_1_6366_212_1_8_dl.png,28.7,6366,1
format_1_6993_069_8_15_dl.png,5.7,6993,8
format_1_6415_035_1_27_dl.png,29.6,6415,1
format_1_6554_069_8_4_dl.png,2.9,6554,8
format_1_6428_055_1_27_dl.png,31.8,6428,1
format_1_6898_083_1_21_dl.png,24.2,6898,1
format_1_6751_131_2_8_dl.png,18.2,6751,2
format_1_6637_081_2_25_dl.png,20,6637,2
format_1_6554_093_8_29_dl.png,2.1,6554,8
format_1_6577_098_1_21_dl.png,33.4,6577,1
format_1_7294_139_1_4_dl.png,32.7,7294,1
format_1_6317_025_1_14_dl.png,29.5,6317,1
format_1_6751_081_2_1_dl.png,18.6,6751,2
format_1_6814_107_8_7_dl.png,3,6814,8
format_1_6120_105_8_1_dl.png,0.3,6120,8
format_1_6319_046_1_14_dl.png,31,6319,1
format_1_6577_048_2_28_dl.png,20.3,6577,2
format_1_7012_220_8_20_dl.png,0.9,7012,8
format_1_6322_066_8_5_dl.png,0,6322,8
format_1_6736_070_1_9_dl.png,32.4,6736,1
format_1_6554_049_2_26_dl.png,18.9,6554,2
format_1_6350_024_1_9_dl.png,32.5,6350,1
format_1_7718_098_1_24_dl.png,33.2,7718,1
format_1_6416_105_2_21_dl.png,21.1,6416,2
format_1_6425_010_1_22_dl.png,27,6425,1
format_1_7294_141_1_18_dl.png,31.5,7294,1
format_1_7786_024_1_10_dl.png,29.2,7786,1
format_1_6415_055_1_9_dl.png,24.4,6415,1
format_1_6736_096_1_9_dl.png,29.9,6736,1
format_1_6118_081_1_14_dl.png,29.3,6118,1
format_1_6610_020_8_26_dl.png,11,6610,8
format_1_6993_052_2_28_dl.png,18,6993,2
format_1_6814_053_2_25_dl.png,17.5,6814,2
format_1_6460_038_8_3_dl.png,39,6460,8
format_1_6771_072_8_29_dl.png,26.8,6771,8
format_1_6610_035_1_29_dl.png,30,6610,1
format_1_6374_088_2_26_dl.png,21.9,6374,2
format_1_7718_163_2_7_dl.png,21.5,7718,2
format_1_6425_058_1_10_dl.png,33.4,6425,1
format_1_7718_141_1_25_dl.png,31,7718,1
format_1_6502_008_1_14_dl.png,29.8,6502,1
format_1_6415_071_2_1_dl.png,21.2,6415,2
format_1_6416_075_1_11_dl.png,30.5,6416,1
format_1_7715_167_8_28_dl.png,24.2,7715,8
format_1_7718_161_2_8_dl.png,20.7,7718,2
format_1_6554_053_1_8_dl.png,29.3,6554,1
format_1_6428_008_2_4_dl.png,21,6428,2
format_1_7769_025_8_7_dl.png,29.8,7769,8
format_1_6993_033_1_4_dl.png,29,6993,1
format_1_6120_066_2_1_dl.png,22.7,6120,2
format_1_6319_105_8_25_dl.png,0,6319,8
format_1_6554_057_1_9_dl.png,30.3,6554,1
format_1_6350_106_1_20_dl.png,29,6350,1
format_1_6428_058_1_7_dl.png,31.6,6428,1
format_1_6416_015_8_19_dl.png,5.7,6416,8
format_1_6637_054_1_11_dl.png,30.4,6637,1
format_1_6416_036_2_9_dl.png,21,6416,2
format_1_6425_017_2_30_dl.png,20,6425,2
format_1_6898_107_2_20_dl.png,15.2,6898,2
format_1_6751_056_8_18_dl.png,28.2,6751,8
format_1_7917_080_8_4_dl.png,19,7917,8
format_1_6502_068_2_26_dl.png,19.7,6502,2
format_1_6447_057_1_17_dl.png,32.2,6447,1
format_1_6844_052_2_15_dl.png,17.3,6844,2
format_1_6993_040_2_6_dl.png,16,6993,2
format_1_6447_013_2_20_dl.png,19.9,6447,2
format_1_6425_045_8_22_dl.png,0.5,6425,8
format_1_7766_047_1_8_dl.png,25.7,7766,1
format_1_6637_091_1_4_dl.png,30.5,6637,1
format_1_6317_072_1_12_dl.png,29.2,6317,1
format_1_6443_072_1_2_dl.png,31.6,6443,1
format_1_7294_128_1_5_dl.png,33.8,7294,1
format_1_6374_114_2_8_dl.png,22.3,6374,2
format_1_7769_094_2_28_dl.png,19.9,7769,2
format_1_7796_023_2_28_dl.png,20.5,7796,2
format_1_7765_225_1_15_dl.png,31.6,7765,1
format_1_6771_035_1_6_dl.png,31,6771,1
format_1_7917_062_2_30_dl.png,6.3,7917,2
format_1_6637_056_2_25_dl.png,21.2,6637,2
format_1_6319_099_2_15_dl.png,15.9,6319,2
format_1_6322_096_1_9_dl.png,32,6322,1
format_1_6993_032_2_23_dl.png,14,6993,2
format_1_6883_017_1_3_dl.png,29.5,6883,1
format_1_6366_135_8_3_dl.png,9.1,6366,8
format_1_6814_036_1_16_dl.png,25,6814,1
format_1_6425_078_8_28_dl.png,0,6425,8
format_1_7786_018_1_16_dl.png,26.6,7786,1
format_1_6118_070_1_16_dl.png,27.8,6118,1
format_1_6118_108_2_7_dl.png,22.5,6118,2
format_1_6577_093_1_17_dl.png,25.6,6577,1
format_1_6317_047_1_20_dl.png,31.5,6317,1
format_1_6577_059_2_15_dl.png,20.2,6577,2
format_1_6366_213_1_26_dl.png,32.2,6366,1
format_1_7786_080_1_31_dl.png,31.5,7786,1
format_1_6665_077_2_19_dl.png,20.1,6665,2
format_1_6665_076_2_22_dl.png,19,6665,2
format_1_6425_051_1_25_dl.png,31.6,6425,1
format_1_7917_021_2_23_dl.png,6.4,7917,2
format_1_6814_069_2_11_dl.png,18.6,6814,2
format_1_7715_226_1_28_dl.png,33.7,7715,1
format_1_6554_045_2_7_dl.png,19.3,6554,2
format_1_6322_034_8_21_dl.png,0,6322,8
format_1_7851_064_8_12_dl.png,4.2,7851,8
format_1_6771_078_2_15_dl.png,21,6771,2
format_1_6898_047_1_27_dl.png,26,6898,1
format_1_6447_066_1_19_dl.png,31.2,6447,1
format_1_7786_044_2_21_dl.png,18.5,7786,2
format_1_6502_077_1_3_dl.png,31.4,6502,1
format_1_6118_052_1_12_dl.png,30.8,6118,1
format_1_7917_088_1_2_dl.png,28,7917,1
format_1_6554_087_1_8_dl.png,33.3,6554,1
format_1_6751_059_1_27_dl.png,30.3,6751,1
format_1_6814_097_2_4_dl.png,18.5,6814,2
format_1_6443_096_8_14_dl.png,0,6443,8
format_1_6577_043_1_11_dl.png,31.8,6577,1
format_1_6350_045_1_2_dl.png,32.8,6350,1
format_1_6814_043_2_10_dl.png,18,6814,2
format_1_6447_031_2_16_dl.png,18.7,6447,2
format_1_6416_124_2_14_dl.png,20.5,6416,2
format_1_7718_092_1_23_dl.png,33.1,7718,1
format_1_7294_170_2_19_dl.png,20.6,7294,2
format_1_6993_075_2_31_dl.png,17.2,6993,2
format_1_6118_061_1_14_dl.png,33.3,6118,1
format_1_6415_048_2_8_dl.png,21.6,6415,2
format_1_7786_020_8_7_dl.png,5.3,7786,8
format_1_6577_039_8_21_dl.png,21.8,6577,8
format_1_6322_070_2_23_dl.png,15.7,6322,2
format_1_6120_009_1_24_dl.png,27.6,6120,1
format_1_6118_005_8_11_dl.png,30.8,6118,8
format_1_6366_169_8_10_dl.png,0,6366,8
format_1_6665_089_2_25_dl.png,20.7,6665,2
format_1_6317_059_1_22_dl.png,31,6317,1
format_1_6374_096_2_4_dl.png,20.4,6374,2
format_1_6898_040_8_14_dl.png,37,6898,8
format_1_6428_049_2_25_dl.png,20.5,6428,2
format_1_7766_003_2_7_dl.png,22.2,7766,2
format_1_7786_048_2_22_dl.png,14.5,7786,2
format_1_7718_054_2_9_dl.png,20.7,7718,2
format_1_6637_086_1_11_dl.png,29.5,6637,1
format_1_7769_077_8_9_dl.png,0,7769,8
format_1_6898_099_8_30_dl.png,19.4,6898,8
format_1_6637_082_2_23_dl.png,21,6637,2
format_1_7796_054_8_7_dl.png,8.7,7796,8
format_1_6322_063_1_8_dl.png,31.8,6322,1
format_1_7294_139_2_11_dl.png,17.8,7294,2
format_1_7715_182_1_6_dl.png,32.6,7715,1
format_1_7796_012_2_2_dl.png,18.2,7796,2
format_1_6118_087_1_5_dl.png,27.8,6118,1
format_1_6730_098_8_3_dl.png,0,6730,8
format_1_6366_147_1_22_dl.png,33.5,6366,1
format_1_6425_048_1_1_dl.png,31.7,6425,1
format_1_7765_197_2_3_dl.png,21,7765,2
format_1_7851_024_2_5_dl.png,13.7,7851,2
format_1_6883_015_2_28_dl.png,18.3,6883,2
format_1_6771_044_8_17_dl.png,39.2,6771,8
format_1_7028_057_1_12_dl.png,26,7028,1
format_1_6844_006_1_16_dl.png,30.1,6844,1
format_1_6118_088_2_8_dl.png,23.6,6118,2
format_1_7851_011_8_2_dl.png,9.4,7851,8
format_1_7715_206_2_27_dl.png,20.7,7715,2
format_1_7917_054_1_18_dl.png,27.4,7917,1
format_1_6993_038_8_18_dl.png,3,6993,8
format_1_6898_107_1_5_dl.png,25,6898,1
format_1_7028_063_8_11_dl.png,5.3,7028,8
format_1_6317_064_8_4_dl.png,0.1,6317,8
format_1_7715_159_2_11_dl.png,21.5,7715,2
format_1_7769_038_2_16_dl.png,18.6,7769,2
format_1_6736_108_1_5_dl.png,27.5,6736,1
format_1_6736_025_2_3_dl.png,19.3,6736,2
format_1_7715_149_8_16_dl.png,0,7715,8
format_1_6374_017_2_24_dl.png,22.8,6374,2
format_1_6428_055_2_24_dl.png,20.5,6428,2
format_1_6610_004_1_13_dl.png,32.6,6610,1
format_1_6665_107_8_14_dl.png,0,6665,8
format_1_6637_096_2_2_dl.png,20.6,6637,2
format_1_6771_094_1_15_dl.png,28,6771,1
format_1_7786_002_2_4_dl.png,20.3,7786,2
format_1_7769_010_1_24_dl.png,27,7769,1
format_1_6736_030_1_23_dl.png,35.6,6736,1
format_1_6120_079_2_20_dl.png,24.1,6120,2
format_1_6415_028_1_13_dl.png,30.5,6415,1
format_1_6554_103_8_8_dl.png,0,6554,8
format_1_6350_082_2_26_dl.png,16.8,6350,2
format_1_6366_212_8_20_dl.png,14.7,6366,8
format_1_6577_014_2_17_dl.png,20,6577,2
format_1_7765_231_2_1_dl.png,20.4,7765,2
format_1_6120_061_1_22_dl.png,26.1,6120,1
format_1_6425_027_1_15_dl.png,33.7,6425,1
format_1_6425_046_2_24_dl.png,20.4,6425,2
format_1_6319_031_8_23_dl.png,6,6319,8
format_1_6428_094_8_14_dl.png,0.3,6428,8
format_1_6898_056_2_28_dl.png,14.6,6898,2
format_1_6416_127_2_23_dl.png,21.5,6416,2
format_1_6366_139_2_30_dl.png,21,6366,2
format_1_6771_051_1_2_dl.png,34,6771,1
format_1_7765_214_1_15_dl.png,31.1,7765,1
format_1_7028_016_8_30_dl.png,2.2,7028,8
format_1_7766_027_2_31_dl.png,20.2,7766,2
format_1_6736_065_1_4_dl.png,28,6736,1
format_1_6366_183_8_8_dl.png,5.6,6366,8
format_1_6751_040_2_30_dl.png,19.2,6751,2
format_1_6898_100_2_14_dl.png,16,6898,2
format_1_7766_076_2_19_dl.png,17.4,7766,2
format_1_6898_106_8_1_dl.png,4.9,6898,8
format_1_7715_150_1_15_dl.png,33.6,7715,1
format_1_6374_042_2_9_dl.png,22,6374,2
format_1_6665_045_1_18_dl.png,32.2,6665,1
format_1_7786_010_2_19_dl.png,18.5,7786,2
format_1_7796_040_2_31_dl.png,19.7,7796,2
format_1_6554_072_1_16_dl.png,29.6,6554,1
format_1_6814_093_2_12_dl.png,18.9,6814,2
format_1_6416_011_2_16_dl.png,22.7,6416,2
format_1_7718_058_1_21_dl.png,31.6,7718,1
format_1_6730_033_1_24_dl.png,28.9,6730,1
format_1_6730_069_2_27_dl.png,19.9,6730,2
format_1_6610_015_2_23_dl.png,20.3,6610,2
format_1_6428_068_1_6_dl.png,29,6428,1
format_1_7765_204_8_27_dl.png,0.4,7765,8
format_1_6771_072_8_13_dl.png,1.2,6771,8
format_1_7715_176_8_10_dl.png,1.3,7715,8
format_1_7766_061_8_6_dl.png,24.1,7766,8
format_1_7851_038_8_7_dl.png,0.1,7851,8
format_1_6428_021_2_22_dl.png,20,6428,2
format_1_6771_096_1_9_dl.png,32,6771,1
format_1_6665_039_8_23_dl.png,0.5,6665,8
format_1_6883_043_8_4_dl.png,0.9,6883,8
format_1_6443_071_1_8_dl.png,30.7,6443,1
format_1_7718_087_1_12_dl.png,33.6,7718,1
format_1_6577_012_8_27_dl.png,14.7,6577,8
format_1_6730_056_8_13_dl.png,0.2,6730,8
format_1_6415_031_1_26_dl.png,28.8,6415,1
format_1_6554_086_8_2_dl.png,4.2,6554,8
format_1_6118_061_1_7_dl.png,36.7,6118,1
format_1_6736_052_2_12_dl.png,19.6,6736,2
format_1_6993_023_2_10_dl.png,13,6993,2
format_1_7766_078_1_26_dl.png,33.7,7766,1
format_1_6577_057_8_8_dl.png,9,6577,8
format_1_6415_062_1_31_dl.png,4.3,6415,1
format_1_6883_060_1_11_dl.png,30.3,6883,1
format_1_6610_006_8_7_dl.png,0.2,6610,8
format_1_6374_010_8_19_dl.png,6,6374,8
format_1_6993_078_1_5_dl.png,27.2,6993,1
format_1_6993_024_2_10_dl.png,14,6993,2
format_1_6416_012_1_16_dl.png,30.6,6416,1
format_1_7917_094_1_6_dl.png,25,7917,1
format_1_7766_017_2_10_dl.png,20.6,7766,2
format_1_6730_046_2_26_dl.png,18.1,6730,2
format_1_6317_061_1_15_dl.png,32,6317,1
format_1_6118_058_1_4_dl.png,25.5,6118,1
format_1_6577_036_1_27_dl.png,27.1,6577,1
format_1_6416_031_2_12_dl.png,20.7,6416,2
format_1_6120_080_2_30_dl.png,23.9,6120,2
format_1_6844_076_2_13_dl.png,18.5,6844,2
format_1_7294_125_2_8_dl.png,19.4,7294,2
format_1_7012_216_2_3_dl.png,8,7012,2
format_1_6350_047_1_20_dl.png,32.2,6350,1
format_1_6844_007_2_25_dl.png,17.2,6844,2
format_1_6425_083_1_18_dl.png,30.9,6425,1
format_1_6883_050_1_2_dl.png,29.5,6883,1
format_1_6730_081_2_20_dl.png,18.2,6730,2
format_1_6118_017_1_24_dl.png,31.2,6118,1
format_1_6730_077_1_19_dl.png,31.5,6730,1
format_1_6814_036_1_21_dl.png,27.7,6814,1
format_1_6736_045_2_19_dl.png,17,6736,2
format_1_6317_059_1_2_dl.png,26.6,6317,1
format_1_7796_006_1_22_dl.png,32.6,7796,1
format_1_7294_140_1_2_dl.png,30,7294,1
format_1_6751_113_1_10_dl.png,33.5,6751,1
format_1_6502_080_2_18_dl.png,19.5,6502,2
format_1_6447_055_2_18_dl.png,18.2,6447,2
format_1_6665_066_2_29_dl.png,20.1,6665,2
format_1_6751_045_2_30_dl.png,17.7,6751,2
format_1_7294_136_8_14_dl.png,5,7294,8
format_1_7766_035_1_13_dl.png,32.8,7766,1
format_1_6118_099_2_5_dl.png,24,6118,2
format_1_7715_147_2_7_dl.png,20.6,7715,2
format_1_6415_047_2_22_dl.png,21.3,6415,2
format_1_7715_142_1_23_dl.png,31.9,7715,1
format_1_6425_039_1_31_dl.png,27.8,6425,1
format_1_6883_049_8_2_dl.png,32,6883,8
format_1_6751_102_1_23_dl.png,31.5,6751,1
format_1_7769_079_8_25_dl.png,1.5,7769,8
format_1_6554_051_2_28_dl.png,19.5,6554,2
format_1_6415_010_2_9_dl.png,21.5,6415,2
format_1_6730_023_8_11_dl.png,2.3,6730,8
format_1_6118_025_1_27_dl.png,34.5,6118,1
format_1_7766_072_1_1_dl.png,32.8,7766,1
format_1_6374_045_1_20_dl.png,32.8,6374,1
format_1_6447_040_1_29_dl.png,32.4,6447,1
format_1_7715_207_2_6_dl.png,18,7715,2
format_1_7718_089_2_10_dl.png,19.5,7718,2
format_1_6374_093_1_23_dl.png,32.1,6374,1
format_1_6993_056_2_6_dl.png,10,6993,2
format_1_6425_080_2_17_dl.png,21.4,6425,2
format_1_7786_071_1_1_dl.png,31.5,7786,1
format_1_6637_049_2_10_dl.png,18.8,6637,2
format_1_7718_160_8_11_dl.png,0.6,7718,8
format_1_6350_086_2_3_dl.png,19.7,6350,2
format_1_6425_039_1_3_dl.png,32,6425,1
format_1_6637_087_1_31_dl.png,32.2,6637,1
format_1_6993_085_1_21_dl.png,27.8,6993,1
format_1_6366_161_8_9_dl.png,0.8,6366,8
format_1_6425_083_8_10_dl.png,47,6425,8
format_1_6415_024_2_3_dl.png,20,6415,2
format_1_6118_055_2_10_dl.png,19.5,6118,2
format_1_7851_068_1_4_dl.png,26.3,7851,1
format_1_7718_122_8_22_dl.png,13.4,7718,8
format_1_6554_026_2_10_dl.png,20.8,6554,2
format_1_6415_040_8_22_dl.png,0.6,6415,8
format_1_7718_185_1_31_dl.png,26.2,7718,1
format_1_6443_028_2_23_dl.png,20,6443,2
format_1_6317_049_1_9_dl.png,28.4,6317,1
format_1_6428_018_1_13_dl.png,32.9,6428,1
format_1_6428_040_2_3_dl.png,20.5,6428,2
format_1_7851_019_1_23_dl.png,25.1,7851,1
format_1_6322_084_2_14_dl.png,21.9,6322,2
format_1_7294_171_1_17_dl.png,32.2,7294,1
format_1_7718_126_8_10_dl.png,33.4,7718,8
format_1_6415_053_2_25_dl.png,22.5,6415,2
format_1_6730_040_1_4_dl.png,24.3,6730,1
format_1_6317_015_2_10_dl.png,16.4,6317,2
format_1_6118_064_8_28_dl.png,2,6118,8
format_1_7786_039_2_31_dl.png,18,7786,2
format_1_6993_070_1_6_dl.png,26.1,6993,1
format_1_6993_031_2_1_dl.png,17,6993,2
format_1_6554_039_2_1_dl.png,19.6,6554,2
format_1_6428_113_2_24_dl.png,20.5,6428,2
format_1_7769_038_2_8_dl.png,20.3,7769,2
format_1_6637_044_1_17_dl.png,28.5,6637,1
format_1_6993_059_8_22_dl.png,15,6993,8
format_1_6814_059_2_15_dl.png,18,6814,2
format_1_6730_014_1_14_dl.png,33.5,6730,1
format_1_6350_070_1_8_dl.png,31,6350,1
format_1_7294_110_8_13_dl.png,13.8,7294,8
format_1_6425_094_1_22_dl.png,31.5,6425,1
format_1_6366_168_8_8_dl.png,0,6366,8
format_1_6814_106_8_6_dl.png,1.4,6814,8
format_1_7715_143_2_8_dl.png,19.4,7715,2
format_1_7715_162_2_15_dl.png,20.8,7715,2
format_1_7786_064_8_25_dl.png,2.1,7786,8
format_1_6447_062_2_21_dl.png,18,6447,2
format_1_6771_031_1_24_dl.png,31,6771,1
format_1_7769_018_2_2_dl.png,16.5,7769,2
format_1_6665_031_1_24_dl.png,27.7,6665,1
format_1_6366_170_8_2_dl.png,9,6366,8
format_1_6425_092_2_22_dl.png,20.7,6425,2
format_1_6428_084_2_1_dl.png,19.8,6428,2
format_1_7851_044_1_26_dl.png,28.7,7851,1
format_1_6366_172_2_13_dl.png,19.3,6366,2
format_1_6844_015_2_21_dl.png,17.6,6844,2
format_1_6317_039_8_23_dl.png,22.6,6317,8
format_1_6751_058_1_15_dl.png,25.3,6751,1
format_1_6366_177_2_22_dl.png,20.8,6366,2
format_1_6374_039_8_3_dl.png,6.2,6374,8
format_1_7796_002_1_15_dl.png,27.2,7796,1
format_1_6736_098_2_5_dl.png,20.2,6736,2
format_1_7012_148_2_23_dl.png,3.9,7012,2
format_1_7012_129_2_10_dl.png,7,7012,2
format_1_6898_069_1_10_dl.png,24.5,6898,1
format_1_7796_044_2_2_dl.png,17.9,7796,2
format_1_6416_124_2_1_dl.png,21.5,6416,2
format_1_6416_076_8_10_dl.png,7.5,6416,8
format_1_7718_134_2_1_dl.png,20.2,7718,2
format_1_6317_077_1_18_dl.png,28,6317,1
format_1_7028_019_2_6_dl.png,14.5,7028,2
format_1_6366_174_2_13_dl.png,19.3,6366,2
format_1_6322_060_8_27_dl.png,0,6322,8
format_1_6319_029_2_12_dl.png,20.5,6319,2
format_1_6366_177_8_10_dl.png,0,6366,8
format_1_6447_047_2_14_dl.png,19.5,6447,2
format_1_6415_043_1_2_dl.png,28.1,6415,1
format_1_7766_010_1_28_dl.png,31.9,7766,1
format_1_7028_022_2_10_dl.png,13.7,7028,2
format_1_6502_064_1_28_dl.png,24.9,6502,1
format_1_6554_069_8_5_dl.png,2.9,6554,8
format_1_7851_098_2_10_dl.png,12.4,7851,2
format_1_6425_022_1_12_dl.png,29.6,6425,1
format_1_6771_058_1_1_dl.png,30,6771,1
format_1_7786_036_1_3_dl.png,30.9,7786,1
format_1_6374_008_8_12_dl.png,1,6374,8
format_1_6120_085_1_7_dl.png,28.5,6120,1
format_1_6416_062_2_30_dl.png,18.5,6416,2
format_1_6416_101_2_2_dl.png,20.2,6416,2
format_1_6502_027_1_16_dl.png,28,6502,1
format_1_6120_103_1_19_dl.png,32.3,6120,1
format_1_7028_075_1_9_dl.png,28,7028,1
format_1_7718_113_2_10_dl.png,20,7718,2
format_1_6814_057_2_16_dl.png,16.6,6814,2
format_1_7786_101_1_16_dl.png,28.3,7786,1
format_1_6460_040_1_21_dl.png,30.5,6460,1
format_1_6730_015_1_1_dl.png,32.9,6730,1
format_1_6425_077_1_30_dl.png,31.8,6425,1
format_1_7766_047_1_29_dl.png,33.1,7766,1
format_1_6577_046_1_23_dl.png,24.5,6577,1
format_1_6415_041_1_3_dl.png,32.1,6415,1
format_1_7851_044_8_1_dl.png,0.2,7851,8
format_1_7796_089_2_26_dl.png,17.5,7796,2
format_1_6120_072_2_11_dl.png,16.5,6120,2
format_1_7012_199_1_10_dl.png,20.5,7012,1
format_1_6118_010_8_21_dl.png,0,6118,8
format_1_6577_106_1_18_dl.png,29.2,6577,1
format_1_6502_072_2_13_dl.png,21.2,6502,2
format_1_7766_057_1_17_dl.png,33.5,7766,1
format_1_6319_066_8_5_dl.png,0,6319,8
format_1_6736_088_1_11_dl.png,32.7,6736,1
format_1_6374_021_1_23_dl.png,33.2,6374,1
format_1_6118_107_2_23_dl.png,20.4,6118,2
format_1_6118_049_1_30_dl.png,32,6118,1
format_1_6443_046_1_24_dl.png,33.6,6443,1
format_1_6883_019_8_21_dl.png,8.2,6883,8
format_1_6898_050_2_19_dl.png,17,6898,2
format_1_6751_070_1_19_dl.png,28.3,6751,1
format_1_6610_053_2_1_dl.png,20.7,6610,2
format_1_6428_017_1_23_dl.png,30,6428,1
format_1_6428_015_2_19_dl.png,20.5,6428,2
format_1_6443_071_2_11_dl.png,20.1,6443,2
format_1_6425_079_2_26_dl.png,23.3,6425,2
format_1_6447_073_1_11_dl.png,29,6447,1
format_1_6844_023_8_29_dl.png,9.7,6844,8
format_1_6428_008_2_1_dl.png,22,6428,2
format_1_7012_199_8_21_dl.png,26.2,7012,8
format_1_6322_052_8_9_dl.png,2.8,6322,8
format_1_6319_052_8_21_dl.png,0,6319,8
format_1_6317_015_8_14_dl.png,5.8,6317,8
format_1_7796_101_8_23_dl.png,7.5,7796,8
format_1_6319_056_8_3_dl.png,2.7,6319,8
format_1_6637_029_2_26_dl.png,20.1,6637,2
format_1_6993_062_2_7_dl.png,17.2,6993,2
format_1_7769_020_2_2_dl.png,18,7769,2
format_1_6317_073_2_20_dl.png,18.4,6317,2
format_1_7766_017_8_8_dl.png,22.9,7766,8
format_1_6416_132_1_26_dl.png,24.5,6416,1
format_1_7012_157_2_10_dl.png,11.5,7012,2
format_1_6637_079_1_11_dl.png,29.7,6637,1
format_1_6844_042_2_19_dl.png,15.6,6844,2
format_1_6416_041_1_22_dl.png,29.2,6416,1
format_1_6665_094_8_11_dl.png,0,6665,8
format_1_7012_212_1_11_dl.png,23.6,7012,1
format_1_6751_078_1_8_dl.png,33.2,6751,1
format_1_6993_032_1_2_dl.png,29,6993,1
format_1_7715_156_1_31_dl.png,27.4,7715,1
format_1_6554_086_8_7_dl.png,3.8,6554,8
format_1_6425_105_2_25_dl.png,20.4,6425,2
format_1_6350_039_2_26_dl.png,20.6,6350,2
format_1_6637_042_2_11_dl.png,20.9,6637,2
format_1_6730_070_1_23_dl.png,27.9,6730,1
format_1_7294_135_2_1_dl.png,19.6,7294,2
format_1_6374_049_1_20_dl.png,31.2,6374,1
format_1_6502_061_2_18_dl.png,19.7,6502,2
format_1_6447_080_1_22_dl.png,32.5,6447,1
